"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",1440,11880,44400,68680,76800,5280,4720,5000,5000,5160,183440,NA
"C",1560,28000,58080,76720,107320,126160,131040,134000,137560,141040,183080,NA
"D",1600,34400,64160,83880,153120,171720,179040,185680,176400,180960,182000,NA
"E",1520,29760,60280,74320,143920,178480,178040,186520,173120,179520,182320,NA
"F",1760,36080,68440,83080,154920,179640,175200,185600,184520,190800,190440,NA
"G",1640,34040,67120,84440,152960,173080,170520,175320,170280,181680,179200,NA
"H",2280,37280,67080,86920,159680,174600,182720,183120,178200,183040,176040,184080
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,184480,180000,187680
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185720,NA
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174080,NA
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174880,NA
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172320,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185960,NA
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166480,NA
